,Name,Year,Fuel,KMS,Engine,Owners,Transmission,Mileage,Seats,Price,Company
9960,Tata Vista,2012,2,121942,1405,1,1,19.1,5,145000,Tata
9961,Toyota Innova,2017,2,97000,2393,1,1,13.68,7,1750000,Toyota
9962,Honda Jazz,2016,2,40000,1498,1,1,27.3,5,680000,Honda
9963,Tata Safari,2014,2,88000,2179,1,1,14.0,7,465000,Tata
9964,Audi Q3,2014,2,84000,1968,1,2,15.73,5,1645000,Audi
9965,Volkswagen Ameo,2016,1,52709,1198,1,1,17.0,5,559000,Volkswagen
9967,Mahindra Bolero,2013,2,65784,2523,1,1,15.96,7,345000,Mahindra
9968,Datsun GO,2016,1,40000,1198,1,1,20.63,5,335000,Datsun
9969,Toyota Innova,2011,2,89000,2494,1,1,12.8,8,650000,Toyota
9971,Mahindra Bolero,2016,2,120000,2523,1,1,15.96,7,610000,Mahindra
9972,Hyundai Grand,2019,1,4800,1197,1,1,18.9,5,550000,Hyundai
9973,Maruti Swift,2016,1,40000,1197,1,1,20.4,5,350000,Maruti
9974,Skoda Rapid,2019,2,35000,1498,1,1,21.13,5,950000,Skoda
9975,Hyundai i20,2017,1,12000,1197,1,1,18.6,5,745000,Hyundai
9976,Maruti Alto,2020,1,11000,796,1,1,22.05,5,350000,Maruti
9977,BMW X1,2011,2,88831,1995,1,2,17.05,5,1050000,BMW
9978,Chevrolet Aveo,2007,1,79000,1399,1,1,14.49,5,260000,Chevrolet
9980,Mahindra XUV500,2017,2,50000,2179,1,2,16.0,7,1600000,Mahindra
9981,Honda City,2016,1,60000,1497,1,1,17.8,5,850000,Honda
9982,Chevrolet Cruze,2011,2,100000,1991,1,2,18.1,4,311000,Chevrolet
9983,Maruti Swift,2016,2,84000,1248,1,1,26.59,5,465000,Maruti
9984,Honda CR-V,2008,1,120000,2354,1,2,10.1,5,600000,Honda
9986,Mahindra XUV500,2018,2,35000,2179,1,1,15.1,7,1650000,Mahindra
9987,Mahindra TUV,2017,2,74000,1493,1,1,18.49,7,650000,Mahindra
9988,Hyundai Grand,2016,2,80000,1120,1,1,24.0,5,480000,Hyundai
9989,Maruti Wagon,2015,1,72000,998,1,1,18.9,5,341000,Maruti
9990,Renault KWID,2016,1,53000,799,1,1,25.17,5,230000,Renault
9991,Renault KWID,2016,1,35000,799,1,1,25.17,5,250000,Renault
9992,Hyundai i20,2012,2,100000,1396,1,1,23.0,5,450000,Hyundai
9993,Maruti Ciaz,2016,2,40000,1248,1,1,28.09,5,850000,Maruti
9994,Toyota Innova,2016,2,70001,2494,1,1,12.99,7,975000,Toyota
9995,Mahindra Bolero,2020,2,30000,1493,1,1,16.5,7,790000,Mahindra
9996,Hyundai i20,2016,2,32959,1396,1,1,22.54,5,681000,Hyundai
9997,Honda Jazz,2017,1,34000,1199,1,2,18.2,5,550000,Honda
9998,Volkswagen Vento,2013,1,45000,1598,1,1,15.04,5,400000,Volkswagen
9999,Maruti Celerio,2019,1,18500,998,1,2,21.63,5,575000,Maruti
10000,Volkswagen Polo,2013,1,59000,1198,1,1,16.47,5,350000,Volkswagen
10001,Maruti Ritz,2011,2,35000,1248,1,1,21.1,5,199000,Maruti
10002,Chevrolet Beat,2011,1,80000,1199,1,1,18.6,5,120000,Chevrolet
10003,Nissan Terrano,2014,2,78000,1461,1,1,20.45,5,425000,Nissan
10004,Maruti Celerio,2016,1,50000,998,1,1,23.1,5,400000,Maruti
10005,Toyota Fortuner,2013,2,107030,2982,1,1,13.0,7,1375000,Toyota
10006,BMW 3,2011,2,35000,1995,1,2,16.07,5,1150000,BMW
10007,BMW X1,2018,2,34000,1477,1,2,17.05,5,3000000,BMW
10008,Hyundai Xcent,2017,2,105000,1186,1,1,25.4,5,380000,Hyundai
10009,Maruti Alto,2012,1,25000,998,1,1,20.92,5,200000,Maruti
10010,Toyota Corolla,2010,1,150420,1794,1,2,14.53,5,430000,Toyota
10011,Volkswagen Polo,2011,1,70000,1198,1,1,16.47,5,380000,Volkswagen
10012,Datsun GO,2015,1,30000,1198,1,1,20.63,5,225000,Datsun
10013,Hyundai Verna,2018,1,44000,1591,1,1,17.0,5,900000,Hyundai
10014,Maruti Swift,2018,1,100000,1197,1,1,19.0,5,375000,Maruti
10015,Hyundai Xcent,2017,1,60000,1197,1,1,20.14,5,475000,Hyundai
10016,Toyota Innova,2010,2,163876,2494,1,1,12.8,8,675000,Toyota
10017,Volkswagen Ameo,2016,1,40000,1198,1,1,17.0,5,390000,Volkswagen
10018,Nissan Sunny,2014,2,37000,1461,1,1,21.64,5,341000,Nissan
10019,Toyota Innova,2013,2,151000,2494,1,1,12.99,7,750000,Toyota
10020,Maruti Swift,2019,1,20000,1197,1,1,22.0,5,610000,Maruti
10021,Maruti Dzire,2009,1,91200,1197,1,1,23.26,5,280000,Maruti
10022,Datsun redi-GO,2017,1,50500,799,1,1,20.71,5,250000,Datsun
10023,Maruti Alto,2019,1,5000,998,1,1,23.95,5,355000,Maruti
10024,Mahindra Scorpio,2018,2,38500,2179,1,1,16.36,7,1520000,Mahindra
10025,Chevrolet Aveo,2010,1,26000,1150,1,1,14.7,5,145000,Chevrolet
10026,Renault KWID,2016,1,60000,799,1,1,25.17,5,270000,Renault
10027,Hyundai EON,2015,5,90000,814,1,1,21.1,5,210000,Hyundai
10029,Mahindra TUV,2016,2,58350,1493,1,1,18.49,7,735000,Mahindra
10030,Mercedes-Benz B-Class,2013,2,54000,2143,1,2,19.7,5,1400000,Mercedes-Benz
10031,Hyundai i20,2013,2,77000,1396,1,1,23.0,5,455000,Hyundai
10032,Jaguar XF,2015,2,52353,2179,1,2,16.36,5,2400000,Jaguar
10033,Maruti Swift,2015,1,32524,1197,1,1,19.0,5,560000,Maruti
10034,Maruti Ertiga,2017,2,60000,1248,1,1,24.52,7,800000,Maruti
10035,Audi A6,2012,2,77000,1968,1,2,17.68,5,1750000,Audi
10036,Honda Amaze,2013,2,65675,1498,1,1,25.8,5,490000,Honda
10037,Hyundai EON,2013,1,32000,814,1,1,21.1,5,190000,Hyundai
10038,Tata Tiago,2016,1,70000,1199,1,1,23.84,5,285000,Tata
10039,Honda City,2012,1,47321,1497,1,1,17.4,5,349000,Honda
10040,Maruti Ciaz,2016,2,42564,1248,1,1,28.09,5,485000,Maruti
10041,Maruti Baleno,2016,2,30000,1248,1,1,27.39,5,585000,Maruti
10042,Tata Nexon,2019,1,18593,1198,1,1,17.0,5,675000,Tata
10044,Honda City,2014,2,90000,1498,1,1,25.1,5,550000,Honda
10045,Volkswagen Ameo,2018,1,13200,999,1,1,19.44,5,465000,Volkswagen
10046,Datsun GO,2016,1,70000,1198,1,1,20.63,5,180000,Datsun
10047,Maruti Baleno,2020,1,25000,1197,1,1,21.01,5,700000,Maruti
10048,Maruti Ertiga,2016,1,21600,1373,1,1,17.5,7,725000,Maruti
10049,Maruti Swift,2012,1,60000,1298,1,1,17.5,5,350000,Maruti
10050,Hyundai Xcent,2019,2,50000,1186,1,1,25.4,5,550000,Hyundai
10051,Honda City,2014,2,63339,1498,1,1,26.0,5,675000,Honda
10052,Hyundai EON,2014,1,38000,814,1,1,21.1,5,199000,Hyundai
10053,Ford Classic,2014,2,80000,1399,1,1,19.68,5,350000,Ford
10055,Datsun RediGO,2016,1,18000,799,1,1,22.7,5,285000,Datsun
10056,Renault Pulse,2013,2,143746,1461,1,1,23.08,5,250000,Renault
10057,Maruti Swift,2013,1,41170,1197,1,1,19.1,5,380000,Maruti
10058,Honda WR-V,2018,1,15799,1199,1,1,17.5,5,749000,Honda
10059,Mercedes-Benz C-Class,2013,2,59000,2143,1,2,14.84,5,1280000,Mercedes-Benz
10060,Maruti Ritz,2013,1,59000,1197,1,1,21.1,5,250000,Maruti
10061,Maruti Swift,2015,2,45000,1248,1,1,28.4,5,475000,Maruti
10062,Maruti Swift,2018,1,40000,1197,1,1,21.21,5,600000,Maruti
10063,Skoda Octavia,2017,2,31001,1968,1,2,19.5,5,1399000,Skoda
10064,Maruti Wagon,2016,1,21517,998,1,1,18.9,5,315000,Maruti
10065,Hyundai Xcent,2018,1,30000,1197,1,1,20.14,5,450000,Hyundai
10066,Maruti Swift,2013,1,50000,1197,1,1,19.1,5,375000,Maruti
10068,Hyundai Creta,2018,1,10000,1591,1,1,15.29,5,1235000,Hyundai
10069,Honda Amaze,2016,2,44340,1498,1,1,25.8,5,715000,Honda
10070,Ford Ecosport,2015,2,36497,1498,1,1,21.7,5,550000,Ford
10071,Ford Figo,2011,2,90000,1399,1,1,20.0,5,230000,Ford
10072,Maruti A,2013,1,45898,998,1,1,19.0,5,250000,Maruti
10073,Maruti Swift,2010,1,46100,1197,1,2,21.21,5,280000,Maruti
10074,Maruti Ciaz,2017,2,35700,1248,1,1,28.09,5,650000,Maruti
10075,Maruti Swift,2018,1,35000,1197,1,1,21.21,5,550000,Maruti
10076,Hyundai Xcent,2018,2,22150,1186,1,1,25.4,5,650000,Hyundai
10077,Maruti Ertiga,2014,2,119000,1248,1,1,20.77,7,700000,Maruti
10078,Ford Endeavour,2010,2,80000,2953,1,2,11.4,7,750000,Ford
10079,Maruti Wagon,2009,1,48192,1061,1,1,18.9,5,200000,Maruti
10080,Ford Ecosport,2018,2,53000,1498,1,1,23.0,5,1100000,Ford
10081,Maruti Swift,2015,2,120000,1248,1,1,26.59,5,500000,Maruti
10082,Mitsubishi Pajero,2013,2,151000,2477,1,1,13.5,7,890000,Mitsubishi
10083,Honda City,2014,2,80000,1498,1,1,25.1,5,575000,Honda
10084,Renault Duster,2012,2,50000,1461,1,1,19.01,5,375000,Renault
10085,Maruti Alto,2017,1,15554,796,1,1,22.05,5,310000,Maruti
10086,Maruti Swift,2016,2,86448,1248,1,1,28.4,5,525000,Maruti
10087,Maruti Swift,2010,2,87000,1248,1,1,17.8,5,205000,Maruti
10088,Mahindra XUV500,2015,2,110000,2179,1,1,15.1,7,850000,Mahindra
10089,Maruti Swift,2015,2,60000,1248,1,1,26.59,5,500000,Maruti
10090,Hyundai Verna,2017,2,23211,1582,1,1,23.9,5,825000,Hyundai
10091,Tata Indica,2007,1,20000,1193,1,1,15.3,5,100000,Tata
10092,Honda Amaze,2019,1,16000,1199,1,1,19.5,5,725000,Honda
10093,Honda City,2017,2,80000,1498,1,1,26.0,5,750000,Honda
10094,Mahindra KUV,2016,2,30000,1198,1,1,25.32,6,580000,Mahindra
10095,Maruti Wagon,2011,3,57000,998,1,1,26.2,5,220000,Maruti
10096,Renault Fluence,2014,2,82000,1461,1,1,20.4,5,500000,Renault
10097,Honda City,2014,2,233000,1498,1,1,25.1,5,500000,Honda
10098,Honda City,2012,1,29512,1497,1,1,16.8,5,380000,Honda
10099,Maruti Swift,2014,2,100000,1248,1,1,23.4,5,450000,Maruti
10100,Hyundai Grand,2015,1,39000,1197,1,1,18.9,5,410000,Hyundai
10101,Volkswagen Vento,2010,2,41000,1598,1,1,20.54,5,285000,Volkswagen
10102,Maruti Alto,2015,1,42000,998,1,1,23.95,5,285000,Maruti
10103,Ford Ecosport,2016,2,50000,1498,1,1,21.7,5,650000,Ford
10104,Honda Jazz,2010,1,42000,1198,1,1,16.0,5,280000,Honda
10105,Chevrolet Aveo,2011,1,56405,1150,1,1,14.7,5,135000,Chevrolet
10106,Hyundai i10,2012,1,80000,1086,1,1,19.81,5,210000,Hyundai
10107,Hyundai EON,2017,1,40000,814,1,1,21.1,5,250000,Hyundai
10108,Maruti Wagon,2015,1,60000,998,1,1,20.51,5,310000,Maruti
10109,Skoda Superb,2010,1,50000,1798,1,2,12.6,5,375000,Skoda
10110,Hyundai Verna,2015,1,30337,1591,1,1,17.1,5,569000,Hyundai
10111,Chevrolet Beat,2015,1,90000,1199,1,1,18.6,5,245000,Chevrolet
10112,Hyundai i20,2018,2,39000,1396,1,1,22.54,5,625000,Hyundai
10113,Hyundai Santro,2007,1,40000,1086,1,1,17.92,5,95000,Hyundai
10114,Volkswagen CrossPolo,2016,1,14000,1198,1,1,16.47,5,499000,Volkswagen
10116,Maruti Vitara,2017,2,40000,1248,1,1,24.3,5,810000,Maruti
10117,Hyundai Accent,2013,1,34000,1599,1,1,14.4,5,200000,Hyundai
10118,Toyota Innova,2018,2,40000,2393,1,1,13.68,7,1875000,Toyota
10119,Honda Jazz,2016,2,19000,1498,1,1,27.3,5,490000,Honda
10120,Maruti Vitara,2016,2,75000,1248,1,1,24.3,5,825000,Maruti
10121,Hyundai Verna,2016,2,48000,1582,1,1,23.9,5,650000,Hyundai
10122,Tata Tiago,2018,2,40000,1047,1,1,27.28,5,350000,Tata
10123,Maruti Ciaz,2015,2,103000,1248,1,1,28.09,5,530000,Maruti
10124,Honda WR-V,2018,2,15797,1498,1,1,25.5,5,825000,Honda
10125,Ford Ecosport,2017,2,115000,1498,1,1,23.0,5,650000,Ford
10127,Maruti Ritz,2010,1,390000,1197,1,1,21.1,5,290000,Maruti
10128,Ambassador Classic,2012,2,100000,1995,1,1,12.8,5,150000,Ambassador
10129,Tata Safari,2019,2,30000,2179,1,1,14.1,7,1270000,Tata
10130,Maruti Vitara,2018,2,31000,1248,1,2,24.3,5,849000,Maruti
10131,Honda Amaze,2013,2,47277,1498,1,1,25.8,5,399000,Honda
10132,Maruti Ciaz,2016,2,28963,1248,1,1,28.09,5,600000,Maruti
10133,Maruti Swift,2017,1,31000,1197,1,1,20.85,5,650000,Maruti
10135,Maruti Ertiga,2016,2,44160,1248,1,1,24.52,7,670000,Maruti
10136,Hyundai EON,2014,1,20000,814,1,1,21.1,5,200000,Hyundai
10137,Maruti Swift,2012,2,55000,1248,1,1,19.3,5,325000,Maruti
10138,Honda Jazz,2015,1,51000,1199,1,2,19.0,5,560000,Honda
10139,Maruti Swift,2016,1,23211,1197,1,1,20.85,5,535000,Maruti
10140,Volkswagen Polo,2015,1,23569,1199,1,1,16.2,5,425000,Volkswagen
10141,Ford Ecosport,2014,2,95000,1498,1,1,22.7,5,425000,Ford
10142,Renault KWID,2017,1,15000,999,1,1,23.01,5,350000,Renault
10143,Hyundai Grand,2016,1,37902,1197,1,1,18.9,5,450000,Hyundai
10144,Renault Pulse,2013,2,60000,1461,1,1,23.08,5,275000,Renault
10146,Maruti Ertiga,2012,2,90000,1248,1,1,20.77,7,520000,Maruti
10147,Mahindra Scorpio,2009,2,120000,2179,1,1,12.05,7,400000,Mahindra
10148,Maruti Wagon,2015,3,69000,998,1,1,33.54,5,350000,Maruti
10149,Hyundai i10,2011,1,58519,1086,1,1,19.81,5,260000,Hyundai
10151,Hyundai Creta,2015,2,65000,1582,1,1,19.67,5,849000,Hyundai
10152,Mahindra XUV500,2015,2,59706,2179,1,1,15.1,7,875000,Mahindra
10153,Volkswagen Ameo,2016,1,26000,1198,1,1,17.0,5,500000,Volkswagen
10154,Hyundai i20,2016,2,50000,1396,1,1,21.19,5,550000,Hyundai
10156,Ford Freestyle,2018,1,30000,1194,1,1,19.0,5,630000,Ford
10157,Skoda Fabia,2010,2,60000,1422,1,1,19.4,5,240000,Skoda
10158,Audi A4,2017,1,40000,1395,1,2,17.84,5,3100000,Audi
10159,Toyota Etios,2013,1,76000,1197,1,1,17.71,5,300000,Toyota
10160,Ford Ecosport,2017,1,11448,1497,1,1,17.0,5,700000,Ford
10161,Honda WR-V,2017,2,31031,1498,1,1,25.5,5,725000,Honda
10162,Hyundai Grand,2017,1,40813,1197,1,1,18.9,5,450000,Hyundai
10163,Maruti Wagon,2012,1,37300,998,1,1,18.9,5,275000,Maruti
10164,Volkswagen Polo,2015,2,47000,1498,1,1,20.14,5,450000,Volkswagen
10166,Honda City,2008,1,46252,1497,1,1,17.7,5,225000,Honda
10167,Hyundai Grand,2019,2,35000,1186,1,1,24.0,5,575000,Hyundai
10168,Ford Fiesta,2011,2,96315,1399,1,1,17.8,5,270000,Ford
10169,Maruti Omni,2011,1,35000,796,1,1,14.0,5,125000,Maruti
10170,Maruti Alto,2018,1,5000,796,1,1,24.7,5,300000,Maruti
10171,Maruti Swift,2014,1,33000,1197,1,1,19.1,5,395000,Maruti
10172,Hyundai i20,2016,2,52000,1396,1,1,22.54,5,625000,Hyundai
10173,Mahindra TUV,2016,2,58000,1493,1,1,18.49,7,695000,Mahindra
10174,Honda City,2012,1,55000,1497,1,1,16.8,5,379000,Honda
10175,Maruti Swift,2012,2,76000,1248,1,1,22.9,5,425000,Maruti
10176,Maruti Swift,2013,2,90000,1248,1,1,23.4,5,370000,Maruti
10177,Ford Aspire,2017,2,25000,1498,1,1,25.83,5,615000,Ford
10178,Maruti Swift,2012,2,60000,1248,1,1,19.3,5,370000,Maruti
10179,BMW X3,2013,2,37000,1995,1,2,16.09,5,2375000,BMW
10180,Maruti Zen,2013,1,37000,998,1,1,19.0,5,200000,Maruti
10182,Maruti Swift,2018,2,34000,1248,1,2,28.4,5,725000,Maruti
10183,Maruti Eeco,2013,1,18000,1196,1,1,15.37,7,225000,Maruti
10184,Hyundai i10,2010,1,60000,1197,1,1,20.36,5,190000,Hyundai
10185,Nissan Sunny,2012,2,62000,1461,1,1,21.64,5,300000,Nissan
10186,Hyundai i20,2016,2,64000,1396,1,1,22.54,5,535000,Hyundai
10187,Renault Pulse,2015,2,37000,1461,1,1,23.08,5,350000,Renault
10188,Ford Aspire,2018,2,57350,1498,1,1,25.83,5,659000,Ford
10189,Hyundai i10,2012,1,46100,1197,1,1,20.36,5,270000,Hyundai
10191,Maruti Swift,2015,1,25000,1197,1,1,20.85,5,460000,Maruti
10192,Maruti SX4,2013,1,48000,1586,1,1,15.5,5,299000,Maruti
10193,Hyundai Grand,2015,2,30000,1120,1,1,24.0,5,335000,Hyundai
10194,Maruti Alto,2012,1,21000,796,1,1,19.7,5,140000,Maruti
10195,Maruti Alto,2019,1,30000,998,1,1,23.95,5,350000,Maruti
10196,Maruti Alto,2018,1,25000,796,1,1,24.7,5,255000,Maruti
10197,Maruti Ertiga,2016,2,42000,1248,1,1,24.52,7,699000,Maruti
10198,Hyundai EON,2015,1,20000,814,1,1,21.1,5,234000,Hyundai
10200,Maruti Wagon,2011,1,120000,998,1,1,18.9,5,192000,Maruti
10201,Ford Figo,2014,2,61000,1399,1,1,20.0,5,420000,Ford
10202,Tata Nexon,2019,2,17000,1497,1,1,21.5,5,715000,Tata
10204,Hyundai Creta,2020,1,1500,1591,1,1,15.8,5,955000,Hyundai
10205,Hyundai Creta,2019,1,15000,1591,1,1,15.8,5,1200000,Hyundai
10206,Maruti Swift,2008,1,60000,1298,1,1,16.1,5,190000,Maruti
10207,Maruti Ertiga,2019,2,40000,1498,1,1,24.2,7,950000,Maruti
10208,Datsun RediGO,2017,1,21696,799,1,1,22.7,5,290000,Datsun
10209,Toyota Corolla,2015,1,18000,1798,1,1,14.28,5,875000,Toyota
10210,Hyundai Santro,2008,1,25000,1086,1,1,17.92,5,119000,Hyundai
10211,Hyundai Elantra,2013,2,67000,1493,1,1,14.59,5,575000,Hyundai
10212,Mahindra Xylo,2014,2,48000,2179,1,1,14.02,8,550000,Mahindra
10213,Hyundai Creta,2018,2,40000,1582,1,1,20.5,5,1295000,Hyundai
10214,Toyota Innova,2015,2,57900,2494,1,1,12.99,7,900000,Toyota
10215,Hyundai i20,2012,1,70000,1197,1,1,17.0,5,300000,Hyundai
10216,Hyundai Creta,2017,1,58000,1591,1,1,13.0,5,1175000,Hyundai
10217,Maruti Swift,2012,2,66100,1248,1,1,22.9,5,275000,Maruti
10219,Nissan Terrano,2015,1,36258,1598,1,1,13.24,5,449000,Nissan
10221,Ford Fiesta,2011,2,50000,1399,1,1,17.8,5,310000,Ford
10222,Hyundai EON,2013,1,39000,814,1,1,22.0,5,270000,Hyundai
10223,Ford Aspire,2016,1,55000,1196,1,1,18.16,5,460000,Ford
10224,Volkswagen Jetta,2014,2,100000,1968,1,2,16.96,5,930000,Volkswagen
10225,Hyundai Verna,2013,2,90000,1582,1,1,22.32,5,530000,Hyundai
10226,Toyota Etios,2012,1,90000,1197,1,1,18.3,5,250000,Toyota
10227,Hyundai i20,2017,1,41394,1197,1,1,17.0,5,640000,Hyundai
10228,Maruti Celerio,2014,1,27027,998,1,1,23.1,5,370000,Maruti
10229,Fiat Punto,2013,2,79000,1477,1,1,20.3,5,275000,Fiat
10230,Honda Mobilio,2015,1,55000,1497,1,1,17.3,7,525000,Honda
10231,Volkswagen Polo,2013,2,58000,1199,1,1,22.07,5,460000,Volkswagen
10233,Maruti Alto,2012,1,76154,796,1,1,19.7,5,275000,Maruti
10234,Tata Safari,2014,2,75875,2179,1,1,14.0,7,525000,Tata
10236,Audi Q3,2015,2,68000,1968,1,2,15.73,5,2150000,Audi
10237,Honda Brio,2013,1,29029,1198,1,1,19.4,5,300000,Honda
10238,Mahindra KUV,2018,1,5000,1198,1,1,18.15,6,419000,Mahindra
10239,Hyundai Verna,2010,2,50111,1493,1,1,16.2,5,199000,Hyundai
10240,Hyundai i10,2012,1,60000,1197,1,1,20.36,5,300000,Hyundai
10241,Maruti Swift,2015,2,49000,1248,1,1,26.59,5,470000,Maruti
10242,Renault KWID,2018,1,10000,999,1,1,23.01,5,380000,Renault
10243,Maruti Alto,2015,1,22000,796,1,1,22.74,5,249000,Maruti
10244,Toyota Yaris,2019,1,30000,1496,1,2,17.8,5,950000,Toyota
10245,Honda City,2009,1,57720,1497,1,1,17.0,5,280000,Honda
10246,Volkswagen Ameo,2019,1,20000,999,1,1,19.44,5,500000,Volkswagen
10247,Hyundai i20,2019,1,30000,1197,1,1,18.6,5,635000,Hyundai
10248,Tata Tiago,2017,1,10000,1199,1,1,23.84,5,425000,Tata
10249,Maruti Swift,2016,1,40000,1197,1,1,20.85,5,500000,Maruti
10250,Volkswagen Tiguan,2019,2,10000,1968,1,2,16.65,5,2875000,Volkswagen
10251,Mahindra TUV,2017,2,55000,1493,1,2,18.49,7,820000,Mahindra
10252,Hyundai EON,2012,5,50000,814,1,1,21.1,5,200000,Hyundai
10253,Hyundai Santro,2008,1,74000,1086,1,1,17.92,5,150000,Hyundai
10254,Ford Ecosport,2015,2,90000,1498,1,1,22.77,5,565000,Ford
10255,Maruti Swift,2016,2,70000,1248,1,1,26.59,5,570000,Maruti
10256,Hyundai i10,2009,1,57000,1086,1,1,19.81,5,180000,Hyundai
10258,Maruti Ciaz,2017,2,62320,1248,1,1,28.09,5,675000,Maruti
10259,Maruti Alto,2015,1,45000,796,1,1,24.7,5,265000,Maruti
10260,Tata Hexa,2017,2,57000,2179,1,1,17.6,7,1200000,Tata
10261,Maruti Baleno,2017,2,80000,1248,1,1,27.39,5,520000,Maruti
10262,Chevrolet Beat,2013,1,3851,1199,1,1,18.6,5,249000,Chevrolet
10263,Ford Fiesta,2012,2,124000,1399,1,1,17.8,5,300000,Ford
10264,Hyundai Verna,2011,1,46541,1396,1,1,17.43,5,169000,Hyundai
10265,Hyundai i10,2012,1,56468,1197,1,1,20.36,5,268000,Hyundai
10266,BMW 3,2016,2,12000,1995,1,2,13.2,5,2300000,BMW
10267,Volkswagen Polo,2016,1,34000,1197,1,2,17.21,5,650000,Volkswagen
10268,Honda Amaze,2019,1,2000,1199,1,1,19.5,5,650000,Honda
10269,Hyundai i10,2015,5,15000,1086,1,1,19.2,5,420000,Hyundai
10270,Toyota Innova,2016,2,66240,2393,1,1,13.68,7,1675000,Toyota
10271,Maruti Swift,2011,1,80000,1197,1,1,17.5,5,221000,Maruti
10272,Hyundai Santro,2009,5,70521,1086,1,1,13.45,5,175000,Hyundai
10273,Honda City,2016,1,55000,1497,1,1,17.8,5,624000,Honda
10274,Maruti Baleno,2019,1,10000,1197,1,2,21.4,5,850000,Maruti
10276,Hyundai i20,2010,1,50000,1197,1,1,18.5,5,245000,Hyundai
10277,Honda Amaze,2016,2,103000,1498,1,1,25.8,5,525000,Honda
10279,Renault Lodgy,2015,2,80000,1461,1,1,19.98,8,650000,Renault
10280,Hyundai i20,2018,2,40000,1396,1,1,21.19,5,630000,Hyundai
10281,Audi A3,2015,2,26500,1968,1,2,20.38,5,1595000,Audi
10282,Hyundai Creta,2015,2,90000,1396,1,1,21.38,5,750000,Hyundai
10283,Mahindra XUV500,2013,2,80000,2179,1,1,15.1,7,700000,Mahindra
10284,Maruti Alto,2017,1,28000,796,1,1,24.7,5,340000,Maruti
10285,Ford Figo,2017,2,83000,1499,1,1,24.4,5,650000,Ford
10286,Mahindra XUV500,2016,2,80000,2179,1,1,16.0,7,1090000,Mahindra
10287,Mahindra KUV,2016,1,32000,1198,1,1,18.15,6,385000,Mahindra
10288,Maruti Omni,2014,1,60010,796,1,1,16.8,8,185000,Maruti
10289,Toyota Innova,2010,2,43221,2494,1,1,12.99,7,840000,Toyota
10290,Hyundai Creta,2016,2,16000,1582,1,1,19.67,5,851000,Hyundai
10291,Maruti Swift,2012,1,106600,1197,1,1,18.6,5,300000,Maruti
10292,Maruti Swift,2015,2,89000,1248,1,1,25.2,5,565000,Maruti
10293,Hyundai Grand,2018,1,7245,1197,1,1,18.9,5,425000,Hyundai
10294,Datsun GO,2018,1,9600,1198,1,1,19.83,7,650000,Datsun
10295,Mahindra XUV500,2019,2,5000,2179,1,1,15.1,7,1550000,Mahindra
10296,Fiat Grande,2016,2,50000,1248,1,1,20.5,5,540000,Fiat
10297,Maruti Alto,2016,1,29289,796,1,1,22.74,5,239000,Maruti
10298,Hyundai EON,2013,1,30000,814,1,1,21.1,5,180000,Hyundai
10299,Maruti Swift,2019,1,27000,1197,1,1,22.0,5,550000,Maruti
10300,Toyota Innova,2010,2,77000,2494,1,1,12.8,8,520000,Toyota
10301,BMW 3,2013,2,38132,1995,1,2,18.88,5,1399000,BMW
10302,Hyundai Grand,2009,2,59000,1120,1,1,24.0,5,210000,Hyundai
10303,Hyundai Santro,2019,1,20000,1086,1,1,20.3,5,480000,Hyundai
10304,Datsun RediGO,2018,1,50000,799,1,1,22.7,5,250000,Datsun
10305,Maruti Swift,2013,2,145495,1248,1,1,23.4,5,550000,Maruti
10306,Hyundai Grand,2019,1,36000,1197,1,1,18.9,5,525000,Hyundai
10307,Honda Brio,2012,1,32099,1198,1,1,19.4,5,235000,Honda
10308,Volkswagen Polo,2019,1,12600,1199,1,1,16.2,5,625000,Volkswagen
10309,Maruti Swift,2015,2,120000,1248,1,1,26.59,5,450000,Maruti
10310,Maruti Swift,2016,2,130130,1248,1,1,25.2,5,400000,Maruti
10311,Renault Duster,2013,2,120000,1461,1,1,20.45,5,340000,Renault
10312,Hyundai Xcent,2015,1,36844,1197,1,1,19.1,5,425000,Hyundai
10313,Datsun RediGO,2017,1,9500,799,1,1,22.7,5,300000,Datsun
10314,Maruti Swift,2017,2,70000,1248,1,1,26.59,5,590000,Maruti
10315,Tata Safari,2015,2,120000,2179,1,1,14.0,7,620000,Tata
10316,Maruti Eeco,2020,1,8001,1196,1,1,15.37,5,425000,Maruti
10317,Mahindra Xylo,2014,2,25000,2489,1,1,14.0,8,535000,Mahindra
10318,Nissan Terrano,2016,2,60000,1461,1,1,20.45,5,525000,Nissan
10319,Maruti Ertiga,2014,2,79000,1248,1,1,20.77,7,610000,Maruti
10320,Mahindra XUV500,2015,2,60000,2179,1,1,15.1,7,660000,Mahindra
10321,Maruti S-Cross,2018,2,60000,1248,1,1,25.1,5,900000,Maruti
10322,Maruti Swift,2017,1,48148,1197,1,1,18.6,5,520000,Maruti
10323,Nissan Sunny,2013,1,43099,1498,1,1,16.95,5,270000,Nissan
10324,Maruti Wagon,2010,1,25000,998,1,1,18.9,5,190000,Maruti
10325,Honda Amaze,2016,1,41200,1199,1,1,18.6,5,349000,Honda
10326,Skoda Fabia,2011,2,110844,1199,1,1,19.5,5,310000,Skoda
10327,Maruti Eeco,2016,1,5000,1196,1,1,15.37,5,308000,Maruti
10328,Honda City,2016,2,34000,1498,1,1,25.1,5,629000,Honda
